img,labels_total_time,labels_flight_time,labels_position,labels_inclination
000121.png,4.240514039993286,0.2999992370605469,1,0
000122.png,4.336545944213867,0.4010281562805176,1,0
000123.png,4.438612222671509,0.5015122890472412,1,8
000124.png,4.53560471534729,0.5980896949768066,1,18
000125.png,4.636604309082031,0.7000522613525391,1,20
000126.png,4.735814809799194,0.7980897426605225,1,23
000127.png,4.83689022064209,0.8982622623443604,1,25
000128.png,4.936720132827759,1.0003468990325928,1,27
000129.png,5.036725997924805,1.1002140045166016,1,30
000130.png,5.137722969055176,1.1981770992279053,1,37
000131.png,5.238687515258789,1.3001940250396729,1,38
000132.png,5.33970832824707,1.4032137393951416,1,39
000133.png,5.435686349868774,1.4992074966430664,1,39
000134.png,5.535686254501343,1.5972073078155518,1,39
000135.png,5.636722803115845,1.6972084045410156,1,39
000136.png,5.738109350204468,1.8001940250396729,1,39
000137.png,5.8358588218688965,1.89929723739624,1,39
000138.png,5.935817956924439,1.997338056564331,1,39
000139.png,6.037843465805054,2.097339868545532,1,39
000140.png,6.137819051742554,2.199359655380249,1,39
000141.png,6.241852760314941,2.298340082168579,1,39
000142.png,6.33581805229187,2.4023425579071045,1,39
000143.png,6.439780473709106,2.497340440750122,1,39
000144.png,6.536811590194702,2.600339651107788,1,39
000145.png,6.641284942626953,2.697264671325684,1,39
000146.png,6.739320755004883,2.798807382583618,1,39
000147.png,6.838395357131958,2.9008114337921143,1,39
000148.png,6.939408540725708,3.0008718967437744,1,39
000149.png,7.040388584136963,3.100879669189453,1,39
000150.png,7.1357581615448,3.201871633529663,1,39
000151.png,7.2397541999816895,3.2992279529571533,1,39
000152.png,7.338754892349243,3.4012603759765625,1,39
000153.png,7.436736583709717,3.49825406074524,1,39
000154.png,7.537736892700195,3.597259044647217,1,39
000155.png,7.639769554138184,3.697221994400024,1,39
000156.png,7.73878026008606,3.800302267074585,1,41
000157.png,7.838762998580933,3.89722204208374,1,41
000158.png,7.939791440963745,3.9992516040802,1,41
000159.png,8.038771867752075,4.100245952606201,1,41
000160.png,8.135741949081421,4.198258399963379,1,41
000161.png,8.23776888847351,4.299259424209595,1,41
000162.png,8.3377525806427,4.403305292129517,1,41
000163.png,8.43573784828186,4.497221946716309,4,0
000164.png,8.535773992538452,4.59869909286499,4,0
000165.png,8.636819839477539,4.697258472442627,4,0
000166.png,8.738736867904663,4.800216197967529,4,0
000167.png,0.0490944385528564,0.0,0,0
000168.png,0.1472773551940918,0.0,0,0
000169.png,0.2460362911224365,0.0,0,0
000170.png,0.3449668884277344,0.0,0,0
000171.png,0.4449665546417236,0.0,0,0
000172.png,0.546966552734375,0.0,0,0
000173.png,0.6469669342041016,0.0,0,0
000174.png,0.7479767799377441,0.0,0,0
000175.png,0.8480019569396973,0.0,0,0
000176.png,0.9479994773864746,0.0,0,0
000177.png,1.0499720573425293,0.0,0,0
000178.png,1.1434500217437744,0.0,0,0
000179.png,1.2434608936309814,0.0,0,0
000180.png,1.343428134918213,0.0,0,0
000181.png,1.4454243183135986,0.0,0,0
000182.png,1.543461561203003,0.0,0,0
000183.png,1.643460750579834,0.0,0,0
000184.png,1.7434232234954834,0.0,0,0
000185.png,1.845503568649292,0.0,0,0
000186.png,1.942460060119629,0.0,0,0
000187.png,2.049463987350464,0.0,0,0
000188.png,2.143423318862915,0.0,0,0
000189.png,2.2434229850769043,0.0,0,0
000190.png,2.3454747200012207,0.0,0,0
000191.png,2.447784185409546,0.0,0,0
000192.png,2.54580020904541,0.0,0,0
000193.png,2.646312952041626,0.0,0,0
000194.png,2.744357347488404,0.0,0,0
000195.png,2.842461347579956,0.0,0,0
000196.png,2.943455934524536,0.0,0,0
000197.png,3.0534703731536865,0.0,0,0
000198.png,3.14446234703064,0.0,0,0
000199.png,3.2461047172546387,0.0,0,0
000200.png,3.3441367149353027,0.0,0,0
000201.png,3.4451308250427246,0.0,0,0
000202.png,3.546128988265991,0.0,0,0
000203.png,3.646104097366333,0.0,0,0
000204.png,3.746147632598877,0.0,0,0
000205.png,3.846766710281372,0.0,0,0
000206.png,3.946741104125977,0.0,1,0
000207.png,4.050780296325684,0.1010372638702392,1,2
000208.png,4.145747661590576,0.198035717010498,1,2
000209.png,4.246740818023682,0.2970356941223144,1,2
000210.png,4.343777656555176,0.4000368118286133,1,2
000211.png,4.4457409381866455,0.4990003108978271,1,2
000212.png,4.545771360397339,0.5970447063446045,1,5
000213.png,4.645763397216797,0.6979999542236328,1,5
000214.png,4.743778467178345,0.7960391044616699,1,9
000215.png,4.845849752426148,0.8970355987548828,1,14
000216.png,4.948781490325928,1.001000165939331,1,19
000217.png,5.048740863800049,1.101132869720459,1,28
000218.png,5.147745609283447,1.1990814208984375,1,29
000219.png,5.243525743484497,1.2986514568328855,1,29
000220.png,5.3427839279174805,1.3977868556976318,1,29
000221.png,5.446790456771851,1.4970104694366455,1,29
000222.png,5.545059680938721,1.5970473289489746,1,29
000223.png,5.646102428436279,1.6973557472229004,1,29
000224.png,5.745110273361206,1.7983245849609375,1,29
000225.png,5.846070289611816,1.896362066268921,1,29
000226.png,5.94407057762146,1.9973623752594,1,29
000227.png,6.05106520652771,2.09636664390564,1,29
000228.png,6.147066831588745,2.201347589492798,1,28
000229.png,6.246101140975952,2.3003320693969727,1,27
000230.png,6.346105337142944,2.397362470626831,1,27
000231.png,6.445065259933472,2.4973669052124023,1,27
000232.png,6.546680688858032,2.6003496646881104,1,27
000233.png,6.6466896533966064,2.699984312057495,1,27
000234.png,6.746689319610596,2.7979562282562256,1,27
000235.png,6.846688747406006,2.8979530334472656,1,26
000236.png,6.943652629852295,2.9969115257263184,1,26
000237.png,7.049688100814819,3.098984241485596,1,24
000238.png,7.14470911026001,3.1969542503356934,1,24
000239.png,7.244689464569092,3.2999653816223145,1,24
000240.png,7.342688798904419,3.396956443786621,1,24
000241.png,7.445669651031494,3.499939680099488,1,24
000242.png,7.546652555465698,3.599917411804199,1,24
000243.png,7.6426897048950195,3.696949005126953,1,25
000244.png,7.744693994522095,3.7959485054016113,4,0
000245.png,7.844694137573242,3.897948026657105,4,0
000246.png,7.9446611404418945,3.9968886375427246,4,0
000247.png,8.050671815872192,4.099894046783447,4,0
000248.png,0.0460720062255859,0.0,0,0
000249.png,0.1481273174285888,0.0,0,0
000250.png,0.2438924312591552,0.0,0,0
000251.png,0.3461179733276367,0.0,0,0
000252.png,0.4443180561065674,0.0,0,0
000253.png,0.5452990531921387,0.0,0,0
000254.png,0.6452043056488037,0.0,0,0
000255.png,0.7442038059234619,0.0,0,0
000256.png,0.8502383232116699,0.0,0,0
000257.png,0.9462065696716307,0.0,0,0
000258.png,1.047205924987793,0.0,0,0
000259.png,1.1462388038635254,0.0,0,0
000260.png,1.244239091873169,0.0,0,0
000261.png,1.343242883682251,0.0,0,0
000262.png,1.4432437419891355,0.0,0,0
000263.png,1.5422379970550537,0.0,0,0
000264.png,1.645143985748291,0.0,0,0
000265.png,1.7455165386199951,0.0,0,0
000266.png,1.8455040454864504,0.0,0,0
000267.png,1.944481611251831,0.0,0,0
000268.png,2.042488574981689,0.0,0,0
000269.png,2.143476247787476,0.0,0,0
000270.png,2.243513584136963,0.0,0,0
000271.png,2.3424763679504395,0.0,0,0
000272.png,2.447476387023926,0.0,0,0
000273.png,2.5437440872192383,0.0,0,0
000274.png,2.645766258239746,0.0,0,0
000275.png,2.743767261505127,0.0,0,0
000276.png,2.8467659950256348,0.0,0,0
000277.png,2.945210695266724,0.0,0,0
000278.png,3.043247699737549,0.0,0,0
000279.png,3.14221715927124,0.0,0,0
000280.png,3.241215229034424,0.0,0,0
000281.png,3.3431782722473145,0.0,0,0
000282.png,3.4441781044006348,0.0,0,0
000283.png,3.54323673248291,0.0,0,0
000284.png,3.6432487964630127,0.0,0,0
000285.png,3.742178201675415,0.0,0,0
000286.png,3.847178220748901,0.0,0,0
000287.png,3.943177938461304,0.0,0,0
000288.png,4.045210838317871,0.0,1,0
000289.png,4.14317798614502,0.1040053367614746,1,0
000290.png,4.243210315704346,0.2030010223388672,1,0
000291.png,4.343045949935913,0.300037145614624,1,0
000292.png,4.444057464599609,0.4018752574920654,1,4
000293.png,4.543088674545288,0.4999115467071533,1,9
000294.png,4.644059181213379,0.602919340133667,1,9
000295.png,4.742095947265625,0.7009117603302002,1,12
000296.png,4.846089124679565,0.8009111881256104,1,15
000297.png,4.942052125930786,0.9008791446685792,1,19
000298.png,5.042092084884644,1.0018978118896484,1,21
000299.png,5.142051935195923,1.1009113788604736,1,23
000300.png,5.24205207824707,1.200911283493042,1,28
000301.png,5.34307599067688,1.303910493850708,1,30
000302.png,5.441091775894165,1.4038684368133545,1,31
000303.png,5.541088819503784,1.5019114017486572,1,32
000304.png,5.641088962554932,1.601875066757202,1,36
000305.png,5.741635322570801,1.7014145851135254,1,37
000306.png,5.848634004592896,1.8053295612335205,1,37
000307.png,5.943603277206421,1.9054205417633057,1,38
000308.png,6.042634963989258,2.0044639110565186,1,38
000309.png,6.141635179519653,2.102518320083618,1,38
000310.png,6.241631269454956,2.2004594802856445,1,38
000311.png,6.341598033905029,2.3004252910614014,1,38
000312.png,6.442603826522827,2.40242600440979,1,38
000313.png,6.543597936630249,2.50345778465271,1,38
000314.png,6.641640186309815,2.6014201641082764,1,38
000315.png,6.744602680206299,2.703420639038086,1,38
000316.png,6.84760308265686,2.800452709197998,1,38
000317.png,6.943603515625,2.904457330703736,1,38
000318.png,7.044026851654053,3.0024609565734863,1,38
000319.png,7.142009258270264,3.099808692932129,1,38
000320.png,7.241996765136719,3.199831962585449,1,38
000321.png,7.3430092334747314,3.3028860092163086,1,38
000322.png,7.441014051437378,3.3997950553894043,1,38
000323.png,7.542004346847534,3.5008318424224854,4,0
000324.png,7.642009258270264,3.599794387817383,4,0
000325.png,7.742011785507202,3.7007994651794434,4,0
000326.png,7.848012208938599,3.7997889518737793,4,0
000327.png,0.051999807357788,0.0,0,0
000328.png,0.1500041484832763,0.0,0,0
000329.png,0.2490482330322265,0.0,0,0
000330.png,0.3490049839019775,0.0,0,0
000331.png,0.4500505924224853,0.0,0,0
000332.png,0.5480494499206543,0.0,0,0
000333.png,0.6500470638275146,0.0,0,0
000334.png,0.7520158290863037,0.0,0,0
000335.png,0.8490414619445801,0.0,0,0
000336.png,0.9490470886230468,0.0,0,0
000337.png,1.0530099868774414,0.0,0,0
000338.png,1.1510555744171145,0.0,0,0
000339.png,1.2500102519989014,0.0,0,0
000340.png,1.3510305881500244,0.0,0,0
000341.png,1.4517982006072998,0.0,0,0
000342.png,1.5517780780792236,0.0,0,0
000343.png,1.6517536640167236,0.0,0,0
000344.png,1.7517077922821045,0.0,0,0
000345.png,1.848707675933838,0.0,0,0
000346.png,1.9527490139007568,0.0,0,0
000347.png,2.056743621826172,0.0,0,0
000348.png,2.15270733833313,0.0,0,0
000349.png,2.252739906311035,0.0,0,0
000350.png,2.3527443408966064,0.0,0,0
000351.png,2.451727390289306,0.0,0,0
000352.png,2.5517570972442627,0.0,0,0
000353.png,2.651707887649536,0.0,0,0
000354.png,2.7517082691192627,0.0,0,0
000355.png,2.849522829055786,0.0,0,0
000356.png,2.951421022415161,0.0,0,0
000357.png,3.052475690841675,0.0,0,0
000358.png,3.1514205932617188,0.0,0,0
000359.png,3.251416206359864,0.0,0,0
000360.png,3.3524158000946045,0.0,0,0
000361.png,3.4504215717315674,0.0,0,0
000362.png,3.551420927047729,0.0,0,0
000363.png,3.650446891784668,0.0,0,0
000364.png,3.7484285831451416,0.0,0,0
000365.png,3.84942078590393,0.0,0,0
000366.png,3.9494478702545166,0.0,0,0
000367.png,4.05241584777832,0.0009686946868896,1,0
000368.png,4.149416208267212,0.107001781463623,1,0
000369.png,4.249238014221191,0.202737808227539,1,0
000370.png,4.348769187927246,0.3007831573486328,1,0
000371.png,4.453858375549316,0.4032773971557617,1,0
000372.png,4.550832271575928,0.5034177303314209,1,0
000373.png,4.652834892272949,0.6054165363311768,1,4
000374.png,4.751962184906006,0.7056424617767334,1,7
000375.png,4.848883152008057,0.8034727573394775,1,11
000376.png,4.948965787887573,0.9013938903808594,1,12
000377.png,5.055361032485962,1.0045132637023926,1,13
000378.png,5.150208950042725,1.1068689823150637,1,15
000379.png,5.250253677368164,1.200775384902954,1,16
000380.png,5.348228454589844,1.3007752895355225,1,22
000381.png,5.4481964111328125,1.4007773399353027,1,28
000382.png,5.550242185592651,1.5017759799957275,1,30
000383.png,5.6512439250946045,1.6007814407348633,1,32
000384.png,5.748206853866577,1.7007973194122314,1,34
000385.png,5.849212169647217,1.800797462463379,1,39
000386.png,5.953238010406494,1.901796817779541,1,40
000387.png,6.051248788833618,2.003894567489624,1,41
000388.png,6.148217439651489,2.10683274269104,1,41
000389.png,6.24725341796875,2.2007970809936523,1,41
000390.png,6.351244449615479,2.3007969856262207,1,41
000391.png,6.448248624801636,2.400798320770264,1,41
000392.png,6.552212715148926,2.502760648727417,1,41
000393.png,6.649212121963501,2.600796699523926,1,41
000394.png,6.751217842102051,2.70076060295105,1,41
000395.png,6.848249912261963,2.8008017539978027,1,40
000396.png,6.949792861938477,2.9018361568450928,1,39
000397.png,7.0537707805633545,3.0043487548828125,1,39
000398.png,7.147815227508545,3.1073501110076904,1,39
000399.png,7.249770641326904,3.204324245452881,1,38
000400.png,7.349770784378052,3.303373336791992,1,38
000401.png,7.44977593421936,3.4034340381622314,1,37
000402.png,7.548771381378174,3.503324031829834,1,37
000403.png,7.650811433792114,3.605357646942138,1,36
000404.png,7.7487757205963135,3.70332407951355,1,36
000405.png,7.850775480270386,3.804360628128052,1,36
000406.png,7.949770927429199,3.903358221054077,1,35
000407.png,8.051815271377563,4.003367185592651,1,35
000408.png,8.150771141052246,4.107367277145386,3,0
000409.png,8.247810125350952,4.202318668365479,3,0
000410.png,8.34777569770813,4.306324005126953,3,0
000411.png,8.447771787643433,4.401323318481445,3,0
000412.png,0.0409564971923828,0.0,0,0
000413.png,0.1419742107391357,0.0,0,0
000414.png,0.2389569282531738,0.0,0,0
000415.png,0.3391988277435303,0.0,0,0
000416.png,0.4392147064208984,0.0,0,0
000417.png,0.5401763916015625,0.0,0,0
000418.png,0.6392147541046143,0.0,0,0
000419.png,0.7381775379180908,0.0,0,0
000420.png,0.8452193737030029,0.0,0,0
000421.png,0.9391772747039796,0.0,0,0
000422.png,1.039177656173706,0.0,0,0
000423.png,1.140279769897461,0.0,0,0
000424.png,1.2382099628448486,0.0,0,0
000425.png,1.3382151126861572,0.0,0,0
000426.png,1.4402530193328855,0.0,0,0
000427.png,1.5392374992370603,0.0,0,0
000428.png,1.641183614730835,0.0,0,0
000429.png,1.740215301513672,0.0,0,0
000430.png,1.8472144603729248,0.0,0,0
000431.png,1.938214540481568,0.0,0,0
000432.png,2.0391786098480225,0.0,0,0
000433.png,2.140242099761963,0.0,0,0
000434.png,2.2422823905944824,0.0,0,0
000435.png,2.339214563369751,0.0,0,0
000436.png,2.4392669200897217,0.0,0,0
000437.png,2.5402166843414307,0.0,0,0
000438.png,2.640210151672364,0.0,0,0
000439.png,2.740177869796753,0.0,0,0
000440.png,2.846177339553833,0.0,0,0
000441.png,2.939239263534546,0.0,0,0
000442.png,3.0402235984802246,0.0,0,0
000443.png,3.1411826610565186,0.0,0,0
000444.png,3.240178108215332,0.0,0,0
000445.png,3.343177795410156,0.0,0,0
000446.png,3.441222667694092,0.0,0,0
000447.png,3.53922700881958,0.0,0,0
000448.png,3.641184568405152,0.0,0,0
000449.png,3.7391836643218994,0.0,0,0
000450.png,3.847214698791504,0.0,0,0
000451.png,3.939178466796875,0.0,1,0
000452.png,4.04121994972229,0.0959625244140625,1,1
000453.png,4.143194198608398,0.1979942321777343,1,1
000454.png,4.240177631378174,0.2959575653076172,1,26
000455.png,4.3392322063446045,0.3990306854248047,1,27
000456.png,4.439178705215454,0.4959895610809326,1,27
000457.png,4.538182258605957,0.594994306564331,1,27
000458.png,4.639218330383301,0.6969940662384033,1,27
000459.png,4.739177465438843,0.7959942817687988,1,27
000460.png,4.848219633102417,0.8979573249816895,1,27
000461.png,4.939177989959717,1.002990961074829,1,28
000462.png,5.041183471679688,1.0969841480255127,1,28
000463.png,5.138214588165283,1.1990065574645996,1,28
000464.png,5.237924575805664,1.2966508865356443,1,28
000465.png,5.338870763778687,1.3966925144195557,1,28
000466.png,5.437923669815064,1.5016624927520752,1,28
000467.png,5.54087233543396,1.5956885814666748,1,28
000468.png,5.637911558151245,1.6966581344604492,1,28
000469.png,5.738882064819336,1.7966933250427246,1,28
000470.png,5.848935604095459,1.896702527999878,1,28
000471.png,5.941877126693726,2.00166130065918,1,28
000472.png,6.041881322860718,2.100656747817993,1,29
000473.png,6.139897584915161,2.1986570358276367,1,29
000474.png,6.241876840591431,2.2976555824279785,1,29
000475.png,6.338876247406006,2.398690223693848,1,30
000476.png,6.441910982131958,2.497694969177246,1,32
000477.png,6.5399169921875,2.598698377609253,1,33
000478.png,6.639919996261597,2.6997063159942627,1,33
000479.png,6.7418763637542725,2.800698757171631,1,34
000480.png,6.8448779582977295,2.8986620903015137,1,34
000481.png,6.938922643661499,3.001692771911621,1,34
000482.png,7.041913270950317,3.0996930599212646,1,34
000483.png,7.141909837722778,3.1976780891418457,1,35
000484.png,7.238909959793091,3.300656795501709,1,35
000485.png,7.339877128601074,3.396689414978028,1,39
000486.png,7.438881158828735,3.4996790885925293,1,39
000487.png,7.540914058685303,3.596660852432251,1,40
000488.png,7.642055988311768,3.69881010055542,1,41
000489.png,7.738041400909424,3.800820827484131,1,44
000490.png,7.850061178207397,3.895803928375244,1,44
000491.png,7.938051462173462,4.00085186958313,1,46
000492.png,8.038051128387451,4.0958356857299805,1,46
000493.png,8.138024091720581,4.196805000305176,4,0
000494.png,8.238018989562988,4.298799991607666,4,0
000495.png,0.0480158329010009,0.0,0,0
000496.png,0.1470139026641845,0.0,0,0
000497.png,0.2449831962585449,0.0,0,0
000498.png,0.3449773788452148,0.0,0,0
000499.png,0.4439902305603027,0.0,0,0
000500.png,0.5460097789764404,0.0,0,0
000501.png,0.6449785232543945,0.0,0,0
000502.png,0.7430143356323242,0.0,0,0
000503.png,0.8460192680358887,0.0,0,0
000504.png,0.9446008205413818,0.0,0,0
000505.png,1.041521072387695,0.0,0,0
000506.png,1.146531343460083,0.0,0,0
000507.png,1.2435312271118164,0.0,0,0
000508.png,1.3440978527069092,0.0,0,0
000509.png,1.444293975830078,0.0,0,0
000510.png,1.5423305034637451,0.0,0,0
000511.png,1.6424560546875,0.0,0,0
000512.png,1.7415719032287598,0.0,0,0
000513.png,1.8427495956420896,0.0,0,0
000514.png,1.9430115222930908,0.0,0,0
000515.png,2.043006658554077,0.0,0,0
000516.png,2.1480486392974854,0.0,0,0
000517.png,2.2433080673217773,0.0,0,0
000518.png,2.343350648880005,0.0,0,0
000519.png,2.4443140029907227,0.0,0,0
000520.png,2.541353225708008,0.0,0,0
000521.png,2.644364595413208,0.0,0,0
000522.png,2.742370843887329,0.0,0,0
000523.png,2.845407009124756,0.0,0,0
000524.png,2.9444122314453125,0.0,0,0
000525.png,3.042370080947876,0.0,0,0
000526.png,3.1484062671661377,0.0,0,0
000527.png,3.245401859283448,0.0,0,0
000528.png,3.342406988143921,0.0,0,0
000529.png,3.442412853240967,0.0,0,0
000530.png,3.542369842529297,0.0,1,0
000531.png,3.6431944370269775,0.101731538772583,1,-3
000532.png,3.743829727172852,0.2005090713500976,1,-3
000533.png,0.0420589447021484,0.0,0,0
000534.png,0.1415369510650634,0.0,0,0
000535.png,0.2384192943572998,0.0,0,0
000536.png,0.3373775482177734,0.0,0,0
000537.png,0.4384198188781738,0.0,0,0
000538.png,0.5393874645233154,0.0,0,0
000539.png,0.6374247074127197,0.0,0,0
000540.png,0.7373828887939453,0.0,0,0
000541.png,0.8433873653411865,0.0,0,0
000542.png,0.9404783248901368,0.0,0,0
000543.png,1.0374188423156738,0.0,0,0
000544.png,1.1373822689056396,0.0,0,0
000545.png,1.2414212226867676,0.0,0,0
000546.png,1.339407205581665,0.0,0,0
000547.png,1.4393978118896484,0.0,0,0
000548.png,1.5405430793762207,0.0,0,0
000549.png,1.6375374794006348,0.0,0,0
000550.png,1.738537073135376,0.0,0,0
000551.png,1.84355902671814,0.0,0,0
000552.png,1.9375746250152588,0.0,0,0
000553.png,2.0395429134368896,0.0,0,0
000554.png,2.1385433673858643,0.0,0,0
000555.png,2.237579107284546,0.0,0,0
000556.png,2.3385684490203857,0.0,0,0
000557.png,2.4380135536193848,0.0,0,0
000558.png,2.540053367614746,0.0,0,0
000559.png,2.639044523239136,0.0,0,0
000560.png,2.738144636154175,0.0,0,0
000561.png,2.843022346496582,0.0,0,0
000562.png,2.9400691986083984,0.0,0,0
000563.png,3.039059638977051,0.0,0,0
000564.png,3.138059139251709,0.0,0,0
000565.png,3.237062931060791,0.0,0,0
000566.png,3.33806586265564,0.0,0,0
000567.png,3.439033031463623,0.0,0,0
000568.png,3.5380656719207764,0.0,0,0
000569.png,3.638101816177368,0.0,0,0
000570.png,3.737093210220337,0.0,0,0
000571.png,3.8440866470336914,0.0,0,0
000572.png,3.94102931022644,0.0,1,0
000573.png,4.041065692901611,0.0989995002746582,1,0
000574.png,4.142033815383911,0.1960365772247314,1,0
000575.png,4.239279985427856,0.298471450805664,1,0
000576.png,4.336322069168091,0.3982560634613037,1,0
000577.png,4.440289974212647,0.4972929954528808,1,0
000578.png,4.540285587310791,0.5962986946105957,1,3
000579.png,4.640326738357544,0.6982612609863281,1,6
000580.png,4.740358591079712,0.7993307113647461,1,9
000581.png,4.84328818321228,0.8992931842803955,1,14
000582.png,4.940317630767822,0.9982562065124512,1,16
000583.png,5.039330720901489,1.0992939472198486,1,18
000584.png,5.14132571220398,1.196293592453003,1,19
000585.png,5.2383222579956055,1.2972562313079834,1,23
000586.png,5.340285301208496,1.3962969779968262,1,25
000587.png,5.439323425292969,1.496293067932129,1,30
000588.png,5.538285493850708,1.5972611904144287,1,35
000589.png,5.639744281768799,1.6976430416107178,1,42
000590.png,5.738687038421631,1.7976586818695068,1,45
000591.png,5.841687679290772,1.8976218700408936,1,47
000592.png,5.937655925750732,1.996659278869629,1,51
