img,label
000360.png,7.348087549209595
000361.png,7.44805097579956
000362.png,7.548093318939209
000363.png,7.647055625915527
000364.png,7.748087882995605
000365.png,7.850058555603027
000366.png,7.947707176208496
000367.png,8.047706604003906
000368.png,8.150718212127686
000369.png,8.250707864761353
000370.png,8.347707033157349
000371.png,8.447707414627075
000372.png,8.548707962036133
000373.png,8.649709463119507
000374.png,8.748706579208374
000375.png,8.849720478057861
000376.png,8.949713468551636
000377.png,9.0457124710083
000378.png,9.146749019622805
000379.png,9.24674916267395
000380.png,9.346712112426758
000381.png,9.445717096328735
000382.png,9.548261165618896
000383.png,9.648261547088625
000384.png,0.0509939193725585
000385.png,0.148993968963623
000386.png,0.2500007152557373
000387.png,0.3521294593811035
000388.png,0.4490003585815429
000389.png,0.5500059127807617
000390.png,0.6490075588226318
000391.png,0.75400710105896
000392.png,0.85699462890625
000393.png,0.9529950618743896
000394.png,1.0499954223632812
000395.png,1.1520006656646729
000396.png,1.256037712097168
000397.png,1.3540327548980713
000398.png,1.4510221481323242
000399.png,1.5514018535614014
000400.png,1.6534132957458496
000401.png,1.7524738311767578
000402.png,1.853859186172485
000403.png,1.950920820236206
000404.png,2.0539255142211914
000405.png,2.152899265289306
000406.png,2.251842975616455
000407.png,2.349879264831543
000408.png,2.453842639923096
000409.png,2.551846742630005
000410.png,2.6524593830108643
000411.png,2.7524654865264893
000412.png,2.852463722229004
000413.png,2.9515528678894043
000414.png,3.05255389213562
000415.png,3.1525588035583496
000416.png,3.2505576610565186
000417.png,3.353008985519409
000418.png,3.454211950302124
000419.png,3.556259870529175
000420.png,3.6502606868743896
000421.png,3.751260757446289
000422.png,3.8506832122802734
000423.png,3.951724052429199
000424.png,4.053785562515259
000425.png,4.153897762298584
000426.png,4.254012823104858
000427.png,4.3517374992370605
000428.png,4.451738595962524
000429.png,4.552743673324585
000430.png,4.652739763259888
000431.png,4.753769397735596
000432.png,4.852737188339233
000433.png,4.949807167053223
000434.png,5.053762435913086
000435.png,5.153799057006836
000436.png,5.25373911857605
000437.png,5.35174822807312
000438.png,5.452738046646118
000439.png,5.5517683029174805
000440.png,5.652148723602295
000441.png,5.752814292907715
000442.png,5.850819110870361
000443.png,5.949840545654297
000444.png,6.0538084506988525
000445.png,6.153250694274902
000446.png,6.252135515213013
000447.png,6.351139307022095
000448.png,6.452136516571045
000449.png,6.548161745071411
000450.png,6.650187253952026
000451.png,6.749139070510864
000452.png,6.851521253585815
000453.png,6.95168137550354
000454.png,7.052724361419678
000455.png,7.151675224304199
000456.png,7.250679731369018
000457.png,7.351257562637329
000458.png,7.451253175735474
000459.png,7.551263809204102
000460.png,7.6492908000946045
000461.png,7.753381729125977
000462.png,7.848392486572266
000463.png,7.951361656188965
000464.png,8.051361083984375
000465.png,8.14935564994812
000466.png,8.248392581939697
000467.png,8.351841688156128
000468.png,8.45184063911438
000469.png,8.552849531173706
000470.png,8.648844718933105
000471.png,8.751841306686401
000472.png,8.850866079330444
000473.png,8.95184063911438
000474.png,9.048895359039308
000475.png,9.154310941696169
000476.png,9.252288341522217
000477.png,0.0509958267211914
000478.png,0.149958848953247
000479.png,0.2504653930664062
000480.png,0.3524262905120849
000481.png,0.4534602165222168
000482.png,0.5514638423919678
000483.png,0.6532516479492188
000484.png,0.7521336078643799
000485.png,0.8531591892242432
000486.png,0.9541361331939696
000487.png,1.052170991897583
000488.png,1.15315580368042
000489.png,1.2511708736419678
000490.png,1.3541502952575684
000491.png,1.4511394500732422
000492.png,1.5514557361602783
000493.png,1.651498556137085
000494.png,1.7544870376586914
000495.png,1.8564667701721191
000496.png,1.9555470943450928
000497.png,2.0524981021881104
000498.png,2.152498245239258
000499.png,2.2555508613586426
000500.png,2.3524985313415527
000501.png,2.454631328582764
000502.png,2.5546183586120605
000503.png,2.6564955711364746
000504.png,2.755474090576172
000505.png,2.853461980819702
000506.png,2.953721523284912
000507.png,3.052675724029541
000508.png,3.153794527053833
000509.png,3.2516403198242188
000510.png,3.351640462875366
000511.png,3.4556586742401123
000512.png,3.550640344619751
000513.png,3.653714895248413
000514.png,3.753669261932373
000515.png,3.854581832885742
000516.png,3.955347776412964
000517.png,4.051381826400757
000518.png,4.154347896575928
000519.png,4.254353761672974
000520.png,4.3537070751190186
000521.png,4.454701662063599
000522.png,4.5517003536224365
000523.png,4.652879238128662
000524.png,4.750736713409424
000525.png,4.854726791381836
000526.png,4.955774784088135
000527.png,5.054762125015259
000528.png,5.155701398849487
000529.png,5.254725694656372
000530.png,5.353707313537598
000531.png,5.452715396881104
000532.png,5.550737857818604
000533.png,5.655040979385376
000534.png,5.753018856048584
000535.png,5.855020761489868
000536.png,5.954035758972168
000537.png,6.0530195236206055
000538.png,6.151778221130371
000539.png,6.25080943107605
000540.png,6.350761413574219
000541.png,6.452735185623169
000542.png,6.554775714874268
000543.png,6.651057243347168
000544.png,6.752014875411987
000545.png,6.853021621704102
000546.png,6.954017162322998
000547.png,7.05452299118042
000548.png,7.153526306152344
000549.png,7.252528190612793
000550.png,7.353549957275391
000551.png,7.453541040420532
000552.png,7.554535627365112
000553.png,7.6525256633758545
000554.png,7.752527952194214
000555.png,7.854532241821289
000556.png,7.953529596328735
000557.png,8.052533864974976
000558.png,8.152564287185669
000559.png,8.254542827606201
000560.png,8.352057456970215
000561.png,8.450741291046143
000562.png,8.550745964050293
000563.png,8.65371036529541
000564.png,8.750704288482666
000565.png,8.851226568222046
000566.png,8.951194047927856
000567.png,9.053228616714478
000568.png,9.153196334838867
000569.png,9.252238988876345
000570.png,9.351194143295288
000571.png,9.453201293945312
000572.png,0.0489895343780517
000573.png,0.1490118503570556
000574.png,0.2490088939666748
000575.png,0.348992109298706
000576.png,0.4490120410919189
000577.png,0.5459914207458496
000578.png,0.6489923000335693
000579.png,0.7479910850524902
000580.png,0.8481919765472412
000581.png,0.948183298110962
000582.png,1.0502400398254397
000583.png,1.1481785774230957
000584.png,1.2471776008605957
000585.png,1.3452088832855225
000586.png,1.44817852973938
000587.png,1.5452146530151367
000588.png,1.6492786407470703
000589.png,1.7467639446258545
000590.png,1.8499596118927
000591.png,1.9498744010925293
000592.png,2.048771381378174
000593.png,2.148770809173584
000594.png,2.2463254928588867
000595.png,2.3453102111816406
000596.png,2.4493682384490967
000597.png,2.5453426837921143
000598.png,2.6453423500061035
000599.png,2.745309352874756
000600.png,2.84930682182312
000601.png,2.948340654373169
000602.png,3.046337366104126
000603.png,3.150669574737549
000604.png,3.250638961791992
000605.png,3.3456218242645264
000606.png,3.4486231803894043
000607.png,3.5486247539520264
000608.png,3.645095586776733
000609.png,3.747238874435425
000610.png,3.84609055519104
000611.png,3.949889659881592
000612.png,0.047999620437622
000613.png,0.1489992141723632
000614.png,0.2489993572235107
000615.png,0.3519988059997558
000616.png,0.4510002136230469
000617.png,0.5490446090698242
000618.png,0.6475448608398438
000619.png,0.7489962577819824
000620.png,0.8489968776702881
000621.png,0.9500019550323486
000622.png,1.0466313362121582
000623.png,1.1496098041534424
000624.png,1.2496354579925537
000625.png,1.3516430854797363
000626.png,1.451641082763672
000627.png,1.5506176948547363
000628.png,1.6506102085113523
000629.png,1.7516472339630127
000630.png,1.8516108989715576
000631.png,1.9509062767028809
000632.png,2.0519118309021
000633.png,2.1529428958892822
000634.png,2.2499170303344727
000635.png,2.349916458129883
000636.png,2.4519433975219727
000637.png,2.5509121417999268
000638.png,2.648911237716675
000639.png,2.750912666320801
000640.png,2.850912809371948
000641.png,0.0481288433074951
000642.png,0.1496543884277343
000643.png,0.2486531734466552
000644.png,0.3506598472595215
000645.png,0.4516599178314209
000646.png,0.5506591796875
000647.png,0.6486644744873047
000648.png,0.7477037906646729
000649.png,0.8496789932250977
000650.png,0.9506640434265136
000651.png,1.049665451049805
000652.png,1.1506738662719729
000653.png,1.250659704208374
000654.png,1.3496840000152588
000655.png,1.4516699314117432
000656.png,1.5519893169403076
000657.png,1.6500041484832764
000658.png,1.750999927520752
000659.png,1.8499963283538816
000660.png,1.9499964714050293
000661.png,2.050527572631836
000662.png,2.1515822410583496
000663.png,2.2485713958740234
000664.png,2.3465452194213867
000665.png,2.4475646018981934
000666.png,2.548572540283203
000667.png,2.651563167572021
000668.png,2.748569965362549
000669.png,2.8505332469940186
000670.png,2.950081586837769
000671.png,3.048112869262696
000672.png,3.1490769386291504
000673.png,3.2500767707824707
000674.png,3.349085569381714
000675.png,0.0440094470977783
000676.png,0.1670007705688476
000677.png,0.2600181102752685
000678.png,0.3600006103515625
000679.png,0.4630622863769531
000680.png,0.5580000877380371
000681.png,0.6640017032623291
000682.png,0.7640008926391602
000683.png,0.8638458251953125
000684.png,0.9628574848175048
000685.png,1.061859130859375
000686.png,1.1599314212799072
000687.png,1.2628931999206543
000688.png,1.3608558177947998
000689.png,1.463132381439209
000690.png,1.563178777694702
000691.png,1.6646313667297363
000692.png,1.7626011371612549
000693.png,1.8636107444763184
000694.png,1.9616293907165527
000695.png,2.062659502029419
000696.png,2.1636416912078857
000697.png,2.2609925270080566
000698.png,2.3620004653930664
000699.png,2.4650230407714844
000700.png,2.5630223751068115
000701.png,2.660420656204224
000702.png,2.762438535690308
000703.png,2.861410856246948
000704.png,2.9644134044647217
000705.png,3.0624139308929443
000706.png,3.164413452148437
000707.png,3.2619645595550537
000708.png,3.358449459075928
000709.png,3.4584648609161377
000710.png,3.562192678451538
000711.png,3.662210941314697
000712.png,3.7612128257751465
000713.png,3.8631980419158936
000714.png,3.9631967544555664
000715.png,4.062206745147705
000716.png,4.163230419158936
000717.png,4.263211488723755
000718.png,4.362524747848511
000719.png,0.0459933280944824
000720.png,0.1539943218231201
000721.png,0.2489943504333496
000722.png,0.3499937057495117
000723.png,0.4469993114471435
000724.png,0.549138069152832
000725.png,0.6451418399810791
000726.png,0.7508554458618164
000727.png,0.8485331535339355
000728.png,0.9495599269866944
000729.png,1.048574686050415
000730.png,1.149590015411377
000731.png,1.2459800243377686
000732.png,1.3490214347839355
000733.png,1.447298526763916
000734.png,1.548299789428711
000735.png,1.648345708847046
000736.png,1.747276782989502
000737.png,1.849458694458008
000738.png,1.947425127029419
000739.png,2.0484867095947266
000740.png,2.1494269371032715
000741.png,2.2484359741210938
000742.png,2.348460912704468
000743.png,2.445438861846924
000744.png,2.547424793243408
000745.png,2.6474199295043945
000746.png,2.7495954036712646
000747.png,2.848590135574341
000748.png,2.9485645294189453
000749.png,3.046562433242798
000750.png,3.146557807922364
000751.png,3.2476885318756104
000752.png,3.348712205886841
000753.png,3.4477131366729736
000754.png,3.546982288360596
000755.png,3.648069381713867
000756.png,3.748069524765015
000757.png,3.8484177589416495
000758.png,3.9494049549102783
000759.png,4.048364639282227
000760.png,4.146435737609863
000761.png,4.249416351318359
000762.png,4.349416971206665
000763.png,4.4474403858184814
000764.png,4.54568076133728
000765.png,4.6473541259765625
000766.png,0.0590004920959472
000767.png,0.1670053005218505
000768.png,0.2570064067840576
000769.png,0.3550059795379638
000770.png,0.4589848518371582
000771.png,0.5579845905303955
000772.png,0.6579904556274414
000773.png,0.7579898834228516
000774.png,0.856027364730835
000775.png,0.955141305923462
000776.png,1.0551557540893557
000777.png,1.1561594009399414
000778.png,1.258775234222412
000779.png,1.3557679653167725
000780.png,1.4577338695526123
000781.png,1.5567049980163574
000782.png,1.6567034721374512
000783.png,1.7584478855133057
000784.png,1.855494499206543
000785.png,1.95645809173584
000786.png,2.056459188461304
000787.png,2.1564528942108154
000788.png,2.257453680038452
000789.png,2.355452537536621
000790.png,2.453483819961548
000791.png,2.55672574043274
000792.png,2.656399726867676
000793.png,2.7534310817718506
000794.png,2.854398727416992
000795.png,2.953430414199829
000796.png,3.058431386947632
000797.png,3.156593084335327
000798.png,3.255598783493042
000799.png,3.354640007019043
000800.png,3.45660400390625
000801.png,3.5556206703186035
000802.png,3.6556317806243896
000803.png,3.757598400115967
000804.png,3.856599569320679
000805.png,3.9532527923583984
000806.png,4.056231498718262
000807.png,4.156255722045898
000808.png,4.258087873458862
000809.png,4.356057167053223
000810.png,4.455083847045898
000811.png,4.557084798812866
000812.png,4.655097007751465
000813.png,4.757371425628662
000814.png,4.8553900718688965
000815.png,4.954348087310791
000816.png,5.054352760314941
000817.png,5.159265041351318
000818.png,5.254265069961548
000819.png,5.352271556854248
000820.png,5.43627142906189
000821.png,5.537949323654175
000822.png,5.638196706771851
000823.png,5.73819375038147
000824.png,5.840230464935303
000825.png,5.939162254333496
000826.png,6.037189483642578
000827.png,6.140107870101929
000828.png,6.240175485610962
000829.png,6.340125560760498
000830.png,6.437154293060303
000831.png,6.538147211074829
000832.png,6.6381425857543945
000833.png,6.736481666564941
000834.png,0.0499999523162841
000835.png,0.1500055789947509
000836.png,0.2490303516387939
000837.png,0.3519999980926513
000838.png,0.4490633010864258
000839.png,0.5510015487670898
000840.png,0.649036169052124
000841.png,0.7510006427764893
000842.png,0.8509957790374756
000843.png,0.950005292892456
000844.png,1.0520203113555908
000845.png,1.1510009765625
000846.png,1.251010179519653
000847.png,1.3510167598724363
000848.png,1.4502053260803225
000849.png,1.549595832824707
000850.png,1.650956153869629
000851.png,1.7511327266693115
000852.png,1.8521642684936523
000853.png,1.953131437301636
000854.png,2.0501320362091064
000855.png,2.151132106781006
000856.png,2.2505078315734863
000857.png,2.3485326766967773
000858.png,2.449514389038086
000859.png,2.5505013465881348
000860.png,2.647538900375366
000861.png,2.7485270500183105
000862.png,2.851534843444824
000863.png,2.9498178958892822
000864.png,3.048865556716919
000865.png,3.147887706756592
000866.png,3.249824047088623
000867.png,3.3498239517211914
000868.png,3.4498291015625
000869.png,3.5488600730896
000870.png,3.651220798492432
000871.png,3.751230716705322
000872.png,3.851149320602417
000873.png,3.9491617679595934
000874.png,4.049139976501465
000875.png,4.148539543151856
000876.png,4.250531196594238
000877.png,4.351539134979248
000878.png,4.447522640228272
000879.png,4.547557592391968
000880.png,4.647809982299805
000881.png,4.749793767929077
000882.png,4.850853443145752
000883.png,4.948389768600464
000884.png,5.048368692398071
000885.png,5.147403240203857
000886.png,5.249368190765381
000887.png,5.351402997970581
000888.png,5.451374769210815
000889.png,5.547369003295898
000890.png,5.6503753662109375
000891.png,5.750370264053345
000892.png,5.851428985595703
000893.png,5.947373867034912
000894.png,6.0498130321502686
000895.png,6.151819467544556
000896.png,6.247849941253662
000897.png,6.350867748260498
000898.png,6.449872255325317
000899.png,6.550871133804321
000900.png,6.64889407157898
000901.png,6.75091814994812
000902.png,6.85087513923645
000903.png,6.950877189636231
000904.png,7.050876140594482
000905.png,7.149893283843994
000906.png,7.251875638961792
000907.png,0.0470032691955566
000908.png,0.1471147537231445
000909.png,0.2462007999420166
000910.png,0.3472652435302734
000911.png,0.4472348690032959
000912.png,0.5462839603424072
000913.png,0.6473314762115479
000914.png,0.7483680248260498
000915.png,0.845402717590332
000916.png,0.9466214179992676
000917.png,1.0477089881896973
000918.png,1.1468000411987305
000919.png,1.2477755546569824
000920.png,1.345780849456787
000921.png,1.447782278060913
000922.png,1.5467400550842283
000923.png,1.6477410793304443
000924.png,1.748745679855347
000925.png,1.847782611846924
000926.png,1.9487464427948
000927.png,2.049762487411499
000928.png,2.1460886001586914
000929.png,2.246152639389038
000930.png,2.3461272716522217
000931.png,2.44809889793396
000932.png,2.5471303462982178
000933.png,2.646132707595825
000934.png,2.7461323738098145
000935.png,2.8480942249298096
000936.png,2.947129726409912
000937.png,3.047136068344116
000938.png,3.1471307277679443
000939.png,3.248163938522339
000940.png,3.346131086349488
000941.png,3.448119163513184
000942.png,3.5471303462982178
000943.png,3.64731764793396
000944.png,3.747261285781861
000945.png,3.84926700592041
000946.png,3.946269035339356
000947.png,4.046300411224365
000948.png,4.146298885345459
000949.png,4.247297286987305
000950.png,4.346298456192017
000951.png,4.445300579071045
000952.png,4.548373699188232
000953.png,4.646298170089722
000954.png,4.7452614307403564
000955.png,4.848270654678345
000956.png,4.947370290756226
000957.png,5.046963214874268
000958.png,5.147067070007324
000959.png,5.247172832489014
000960.png,5.34897518157959
000961.png,5.448991298675537
000962.png,5.545005559921265
000963.png,5.646009206771851
000964.png,5.747973680496216
000965.png,5.846968412399292
000966.png,5.9486823081970215
000967.png,6.050687551498413
000968.png,6.149688005447388
000969.png,6.249687910079956
000970.png,6.350689888000488
000971.png,6.446170806884766
000972.png,6.550195455551148
000973.png,6.648164749145508
000974.png,6.747163772583008
000975.png,6.8471996784210205
000976.png,6.947163343429565
000977.png,7.047163963317871
000978.png,7.147072076797485
000979.png,7.2480785846710205
000980.png,7.348085403442383
000981.png,7.445082426071167
000982.png,0.0490024089813232
000983.png,0.1489944458007812
000984.png,0.2489585876464843
000985.png,0.3489587306976318
000986.png,0.4500033855438232
000987.png,0.5509600639343262
000988.png,0.648958683013916
000989.png,0.7479932308197021
000990.png,0.8489582538604736
000991.png,0.9492411613464355
000992.png,1.050326585769653
000993.png,1.152158498764038
000994.png,1.2511515617370603
000995.png,1.3516929149627686
000996.png,1.4527292251586914
000997.png,1.5526971817016602
000998.png,1.651698350906372
000999.png,1.7516977787017822
001000.png,1.8527307510375977
001001.png,1.952702522277832
001002.png,2.05269742012024
001003.png,2.1511967182159424
001004.png,2.251451253890991
001005.png,2.3516969680786133
001006.png,2.449822187423706
001007.png,2.5518691539764404
001008.png,2.651943683624268
001009.png,2.750092029571533
001010.png,2.8490912914276123
001011.png,2.9501280784606934
001012.png,3.0491297245025635
001013.png,3.150129795074463
001014.png,3.250101089477539
001015.png,3.349128246307373
001016.png,3.450109004974365
001017.png,3.5540919303894043
001018.png,3.651877164840698
001019.png,3.751882076263428
001020.png,3.8498849868774414
001021.png,3.949923276901245
001022.png,4.048925399780273
001023.png,4.148880481719971
001024.png,4.250184059143066
001025.png,4.349217414855957
001026.png,4.449326038360596
001027.png,4.548661231994629
001028.png,4.648770809173584
001029.png,4.7501208782196045
001030.png,4.850170850753784
001031.png,4.948440790176392
001032.png,5.048430681228638
001033.png,5.147451639175415
001034.png,5.248445749282837
001035.png,5.348414182662964
001036.png,5.449414014816284
001037.png,5.5484678745269775
001038.png,5.649409770965576
001039.png,5.74741005897522
001040.png,5.847409963607788
001041.png,5.948409795761108
001042.png,6.048409223556519
001043.png,6.148409605026245
001044.png,6.247429370880127
001045.png,6.351018905639648
001046.png,6.450066089630127
